,arquivo,tempo
0,2023-01-05 14_56_55.163229.png,12.293478965759277
1,2023-01-05 14_58_07.296018(1).png,15.379162549972534
2,2023-01-05 14_58_07.296290.png,12.745734691619873
3,2023-01-05 15_23_41.263427.png,10.131927967071533
4,2023-01-05 15_23_41.263427(1).png,9.309664249420166
5,2023-01-05 15_23_41.263629.png,8.071701765060425
6,2023-01-05 15_30_17.167361.png,16.461516618728638
7,2023-01-05 15_30_17.167361(1).png,15.723487854003906
8,2023-01-05 15_30_17.167617.png,16.54098153114319
9,2023-01-05 15_43_09.092080.png,6.372169494628906
10,2023-01-05 15_43_09.092080(1).png,5.907434940338135
11,2023-01-05 15_43_09.092346.png,5.829363584518433
12,2023-01-05 15_52_43.569775.png,8.855664491653442
13,2023-01-05 15_52_43.569775(1).png,9.914854764938354
14,2023-01-05 15_52_43.570079.png,8.250210285186768
15,2023-01-05 15_52_57.099925.png,9.639715194702148
16,2023-01-05 15_52_57.099925(1).png,9.919773817062378
17,2023-01-05 15_52_57.100227.png,6.255279302597046
18,2023-01-05 16_09_24.772325.png,14.678894519805908
19,2023-01-05 16_09_24.772325(1).png,14.490196704864502
20,2023-01-05 16_09_24.772616.png,14.949647665023804
21,bio2023-01-05 14_57_38.093617.png,12.880802392959595
22,bio2023-01-05 14_57_46.740020.png,4.906530380249023
23,bio2023-01-05 14_57_49.878298.png,13.500797986984253
24,bio2023-01-05 15_31_05.798331.png,6.162264108657837
25,bio2023-01-05 15_31_10.384106.png,6.418602466583252
26,bio2023-01-05 15_31_16.165460.png,6.064469575881958
27,bio2023-01-05 15_43_55.389120.png,5.05489706993103
28,bio2023-01-05 15_44_01.953220.png,6.533892869949341
29,bio2023-01-05 15_44_06.137567.png,6.733866453170776
30,bio2023-01-05 15_44_08.516014.png,5.624460697174072
31,bio2023-01-05 15_53_39.404352.png,7.6478111743927
32,bio2023-01-05 15_53_45.256147.png,8.525330066680908
33,bio2023-01-05 15_54_01.122089.png,8.951318264007568
34,bio2023-01-05 15_54_08.204504.png,9.117817401885986
35,bio2023-01-05 15_57_39.691042.png,26.21366548538208
36,bio2023-01-05 15_57_44.276649.png,5.859845876693726
37,bio2023-01-05 15_57_54.749579.png,21.071189403533936
38,bio2023-01-05 16_10_31.460052.png,5.514190912246704
39,bio2023-01-05 16_10_36.927853.png,5.1114020347595215
40,bio2023-01-05 16_10_43.441765.png,5.027769327163696
41,bio2023-01-05 16_10_46.578741.png,5.292675018310547
42,bio2023-01-05 16_10_52.282390.png,5.046721935272217
43,bio2023-01-05 16_10_55.282907.png,16.293635368347168
44,measurement_2023-01-05 14_56_55.163012.png,5.8504087924957275
45,measurement_2023-01-05 14_58_07.296018.png,5.587862253189087
46,measurement_2023-01-05 14_58_07.296018(1).png,5.577133417129517
47,measurement_2023-01-05 15_23_41.263427.png,5.2077460289001465
48,measurement_2023-01-05 15_23_41.263427(1).png,5.91379976272583
49,measurement_2023-01-05 15_30_17.167361.png,6.131237268447876
50,measurement_2023-01-05 15_30_17.167361(1).png,5.869642496109009
51,measurement_2023-01-05 15_43_09.092080.png,6.73476243019104
52,measurement_2023-01-05 15_43_09.092080(1).png,5.18260383605957
53,measurement_2023-01-05 15_52_43.569775.png,5.076220989227295
54,measurement_2023-01-05 15_52_43.569775(1).png,4.949941396713257
55,measurement_2023-01-05 15_52_57.099925.png,6.148128032684326
56,measurement_2023-01-05 15_52_57.099925(1).png,5.815243244171143
57,measurement_2023-01-05 16_09_24.772325.png,6.911818265914917
58,NIR6602023-01-05 14_57_13.808211.png,4.975021123886108
59,NIR6602023-01-05 15_23_53.684036.png,5.653386831283569
60,NIR6602023-01-05 15_30_40.207757.png,4.778367042541504
61,NIR6602023-01-05 15_30_47.942408.png,4.886398553848267
62,NIR6602023-01-05 15_43_23.648438.png,5.0067298412323
