,arquivo,tempo
0,2023-01-05 14_56_55.163012.png,27.17007327079773
1,2023-01-05 14_56_55.163012(1).png,26.823644161224365
2,2023-01-05 14_56_55.163229.png,18.839390754699707
3,2023-01-05 14_58_07.296018(1).png,24.39065456390381
4,2023-01-05 14_58_07.296290.png,18.899482250213623
5,2023-01-05 15_23_41.263427.png,11.489340782165527
6,2023-01-05 15_23_41.263427(1).png,11.405945062637329
7,2023-01-05 15_23_41.263629.png,9.607033252716064
8,2023-01-05 15_30_17.167361.png,24.394768476486206
9,2023-01-05 15_30_17.167361(1).png,25.108775854110718
10,2023-01-05 15_30_17.167617.png,23.784191846847534
11,2023-01-05 15_43_09.092080.png,6.185652017593384
12,2023-01-05 15_43_09.092080(1).png,6.216033458709717
13,2023-01-05 15_43_09.092346.png,5.522242069244385
14,2023-01-05 15_52_43.569775.png,14.371088027954102
15,2023-01-05 15_52_43.569775(1).png,14.354599714279175
16,2023-01-05 15_52_43.570079.png,11.486000299453735
17,2023-01-05 15_52_57.099925.png,12.567837953567505
18,2023-01-05 15_52_57.099925(1).png,12.703821420669556
19,2023-01-05 15_52_57.100227.png,8.148302793502808
20,2023-01-05 16_09_24.772325.png,21.238274335861206
21,2023-01-05 16_09_24.772325(1).png,20.77796769142151
22,2023-01-05 16_09_24.772616.png,22.43588089942932
23,bio2023-01-05 14_57_38.093617.png,19.836468935012817
24,bio2023-01-05 14_57_46.740020.png,5.564232349395752
25,bio2023-01-05 14_57_49.878298.png,21.05589771270752
26,bio2023-01-05 15_31_05.798331.png,5.6554179191589355
27,bio2023-01-05 15_31_10.384106.png,5.355157136917114
28,bio2023-01-05 15_31_16.165460.png,5.3719801902771
29,bio2023-01-05 15_43_55.389120.png,5.359190225601196
30,bio2023-01-05 15_44_01.953220.png,6.304322242736816
31,bio2023-01-05 15_44_06.137567.png,6.2974114418029785
32,bio2023-01-05 15_44_08.516014.png,6.40946102142334
33,bio2023-01-05 15_53_39.404352.png,9.372617959976196
34,bio2023-01-05 15_53_45.256147.png,11.38936710357666
35,bio2023-01-05 15_54_01.122089.png,11.89311170578003
36,bio2023-01-05 15_54_08.204504.png,10.650377988815308
37,bio2023-01-05 15_57_39.691042.png,42.20511078834534
38,bio2023-01-05 15_57_44.276649.png,5.579505681991577
39,bio2023-01-05 15_57_54.749579.png,32.410104751586914
40,bio2023-01-05 16_10_31.460052.png,5.579941272735596
41,bio2023-01-05 16_10_36.927853.png,5.391829013824463
42,bio2023-01-05 16_10_43.441765.png,5.419541597366333
43,bio2023-01-05 16_10_46.578741.png,5.247152805328369
44,bio2023-01-05 16_10_52.282390.png,5.4263927936553955
45,bio2023-01-05 16_10_55.282907.png,26.426090240478516
46,measurement_2023-01-05 14_56_55.163012.png,5.802647352218628
47,measurement_2023-01-05 14_58_07.296018.png,5.771981477737427
48,measurement_2023-01-05 14_58_07.296018(1).png,5.685162544250488
49,measurement_2023-01-05 15_23_41.263427.png,5.699330806732178
50,measurement_2023-01-05 15_23_41.263427(1).png,5.702064037322998
51,measurement_2023-01-05 15_30_17.167361.png,5.664125204086304
52,measurement_2023-01-05 15_30_17.167361(1).png,5.719773530960083
53,measurement_2023-01-05 15_43_09.092080.png,5.468681335449219
54,measurement_2023-01-05 15_43_09.092080(1).png,5.214192628860474
55,measurement_2023-01-05 15_52_43.569775.png,5.199426889419556
56,measurement_2023-01-05 15_52_43.569775(1).png,5.294337511062622
57,measurement_2023-01-05 15_52_57.099925.png,5.360125303268433
58,measurement_2023-01-05 15_52_57.099925(1).png,5.332514762878418
59,measurement_2023-01-05 16_09_24.772325.png,5.717270851135254
60,NIR6602023-01-05 14_57_13.808211.png,5.556294679641724
61,NIR6602023-01-05 15_23_53.684036.png,5.496533155441284
62,NIR6602023-01-05 15_30_40.207757.png,5.39862322807312
63,NIR6602023-01-05 15_30_47.942408.png,5.447126388549805
64,NIR6602023-01-05 15_43_23.648438.png,5.42606258392334
65,NIR6602023-01-05 15_53_13.536711.png,10.445695877075195
66,NIR7302023-01-05 15_23_53.684262.png,5.5224432945251465
67,NIR7302023-01-05 15_30_40.207971.png,10.794145584106445
68,NIR7302023-01-05 15_30_47.942637.png,5.607913255691528
69,NIR7302023-01-05 15_43_23.648707.png,5.491640567779541
70,NIR7302023-01-05 15_53_13.536958.png,10.406874418258667
71,NIR7602023-01-05 14_57_13.808470.png,5.49576735496521
72,NIR7602023-01-05 15_23_53.684337.png,5.397762298583984
73,NIR7602023-01-05 15_30_40.208046.png,10.48378849029541
74,NIR7602023-01-05 15_30_47.942712.png,5.550721168518066
75,NIR7602023-01-05 15_43_23.648803.png,5.401376008987427
76,NIR7602023-01-05 15_53_13.537423.png,5.42285943031311
77,NIR7802023-01-05 14_57_13.808523.png,5.4151647090911865
78,NIR7802023-01-05 15_23_53.684421.png,5.467782020568848
79,NIR7802023-01-05 15_30_40.208117.png,12.487032890319824
80,NIR7802023-01-05 15_30_47.942781.png,5.512531518936157
81,NIR7802023-01-05 15_43_23.648888.png,5.418390512466431
82,NIR7802023-01-05 15_53_13.537514.png,5.414949417114258
83,NIR8102023-01-05 14_57_13.808595.png,5.419049501419067
84,NIR8102023-01-05 15_23_53.684490.png,5.429515361785889
85,NIR8102023-01-05 15_30_40.208187.png,12.228651523590088
86,NIR8102023-01-05 15_30_47.942847.png,11.249661207199097
87,NIR8102023-01-05 15_43_23.648989.png,5.509888648986816
88,NIR8102023-01-05 15_53_13.537593.png,10.225003719329834
89,segmentation_2023-01-05 14_58_07.296018.png,5.914977550506592
90,segmentation_2023-01-05 15_23_41.263427.png,5.4504125118255615
91,segmentation_2023-01-05 15_30_17.167361.png,5.757724285125732
92,segmentation_2023-01-05 15_43_09.092080.png,5.541229724884033
93,segmentation_2023-01-05 15_52_43.569775.png,5.405645847320557
94,segmentation_2023-01-05 15_52_57.099925.png,5.771468877792358
95,segmentation_2023-01-05 16_09_24.772325.png,5.846476793289185
96,ther2023-01-05 14_56_39.633911.png,4.865809440612793
97,ther2023-01-05 15_23_25.780667.png,4.739850044250488
98,ther2023-01-05 15_30_24.793239.png,4.827221155166626
99,ther2023-01-05 15_30_28.785306.png,4.747878074645996
100,ther2023-01-05 15_42_56.708242.png,4.7586188316345215
101,ther2023-01-05 15_52_24.204677.png,4.921081781387329
102,ther2023-01-05 16_09_11.624048.png,4.752842664718628
103,imagem0_mask_wound_0.jpeg,5.295361280441284
104,imagem0_mask_wound_1.jpeg,5.3083336353302
105,measurement_imagem0.png,5.724294900894165
106,imagem1_mask_wound_0.jpeg,5.309565305709839
107,imagem1_mask_wound_1.jpeg,5.312549591064453
108,measurement_imagem1.png,5.6564414501190186
109,imagem2_mask_wound_0.jpeg,5.395796775817871
110,measurement_imagem2.png,5.363763332366943
111,imagem3_mask_wound_0.jpeg,5.368187189102173
112,imagem3_mask_wound_1.jpeg,5.4056103229522705
113,measurement_imagem3.png,5.716848611831665
114,imagem4_mask_wound_0.jpeg,5.5163586139678955
115,measurement_imagem4.png,5.37093186378479
116,imagem5_mask_wound_0.jpeg,5.272532939910889
117,measurement_imagem5.png,5.6900036334991455
118,imagem6_mask_wound_0.jpeg,5.393998622894287
119,measurement_imagem6.png,5.52330207824707
120,imagem7_mask_wound_0.jpeg,5.41800856590271
121,measurement_imagem7.png,5.310953617095947
122,imagem8_mask_wound_0.jpeg,5.357085704803467
123,measurement_imagem8.png,5.642802000045776
124,imagem9_mask_wound_0.jpeg,5.377474546432495
125,measurement_imagem9.png,5.588684797286987
126,imagem10_mask_wound_0.jpeg,5.36466383934021
127,measurement_imagem10.png,5.3206565380096436
128,imagem11_mask_wound_0.jpeg,5.182202100753784
129,measurement_imagem11.png,5.419362545013428
130,imagem12_mask_wound_0.jpeg,5.334258556365967
131,measurement_imagem12.png,5.379197120666504
132,imagem14_mask_wound_0.jpeg,5.26871657371521
133,measurement_imagem14.png,5.304130554199219
134,imagem15_mask_wound_0.jpeg,5.267111301422119
135,measurement_imagem15.png,5.338673114776611
136,imagem16_mask_wound_0.jpeg,5.3170387744903564
137,measurement_imagem16.png,5.626827001571655
138,imagem17_mask_wound_0.jpeg,5.350268840789795
139,measurement_imagem17.png,5.321504354476929
140,imagem18_mask_wound_0.jpeg,5.3145575523376465
141,measurement_imagem18.png,5.216405391693115
142,imagem19_mask_wound_0.jpeg,5.23714542388916
143,measurement_imagem19.png,5.5267579555511475
144,imagem20_mask_wound_0.jpeg,5.354080677032471
145,measurement_imagem20.png,5.5757386684417725
146,imagem21_mask_wound_0.jpeg,5.386010408401489
147,measurement_imagem21.png,5.673401594161987
